test-1	False	False
test-2	False	False
test-3	False	True
test-4	False	False
test-5	True	False
test-6	False	True
test-7	False	False
test-8	False	False
test-9	False	False
test-10	False	True
test-11	True	False
test-12	False	False
test-13	False	False
test-14	False	True
test-15	False	True
test-16	True	False
test-17	False	True
test-18	False	False
test-19	False	False
test-20	False	False
test-21	False	True
test-22	False	True
test-23	False	False
test-24	False	True
test-25	False	True
test-26	False	True
test-27	True	False
test-28	False	False
test-29	False	True
test-30	False	True
test-31	False	True
test-32	False	False
test-33	False	False
test-34	True	False
test-35	False	True
test-36	False	True
test-37	True	False
test-38	False	True
test-39	False	True
test-40	False	True
test-41	True	False
test-42	False	False
test-43	True	False
test-44	True	False
test-45	False	True
test-46	False	True
test-47	True	False
test-48	True	False
test-49	False	True
test-50	False	True
test-51	True	False
test-52	True	False
test-53	False	True
test-54	True	False
test-55	False	False
test-56	False	False
test-57	False	False
test-58	False	False
test-59	True	False
test-60	False	True
test-61	False	True
test-62	False	True
test-63	False	True
test-64	False	True
test-65	True	False
test-66	False	True
test-67	False	True
test-68	False	True
test-69	False	True
test-70	False	True
test-71	False	False
test-72	False	False
test-73	False	False
test-74	False	True
test-75	False	True
test-76	True	False
test-77	False	True
test-78	True	False
test-79	False	False
test-80	False	True
test-81	False	False
test-82	True	False
test-83	True	False
test-84	False	True
test-85	False	False
test-86	False	False
test-87	True	False
test-88	False	True
test-89	True	False
test-90	False	True
test-91	True	False
test-92	False	True
test-93	False	False
test-94	False	True
test-95	False	True
test-96	False	True
test-97	False	True
test-98	True	False
test-99	False	False
test-100	False	True
test-101	True	False
test-102	False	True
test-103	False	True
test-104	False	True
test-105	True	False
test-106	True	False
test-107	False	True
test-108	False	True
test-109	False	False
test-110	False	True
test-111	False	True
test-112	False	False
test-113	False	True
test-114	False	True
test-115	False	False
test-116	False	True
test-117	False	True
test-118	False	False
test-119	False	True
test-120	False	True
test-121	False	True
test-122	False	True
test-123	True	False
test-124	True	False
test-125	True	False
test-126	False	True
test-127	True	False
test-128	False	False
